应用ID,游戏名称,游玩时长 (小时),已解锁成就,总成就数,成就进度,商店链接,成就链接,图片链接
254700,Resident Evil 4 (2005),0.0,0,12,0.0,https://store.steampowered.com/app/254700,https://steamcommunity.com/id/aeorz/stats/254700/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
21690,Resident Evil 5,0.0,0,70,0.0,https://store.steampowered.com/app/21690,https://steamcommunity.com/id/aeorz/stats/21690/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
221040,Resident Evil 6,0.0,0,70,0.0,https://store.steampowered.com/app/221040,https://steamcommunity.com/id/aeorz/stats/221040/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
418370,Resident Evil 7 Biohazard,0.0,0,0,0.0,https://store.steampowered.com/app/418370,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
287290,Resident Evil Revelations 2,0.0,0,43,0.0,https://store.steampowered.com/app/287290,https://steamcommunity.com/id/aeorz/stats/287290/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1259980,RIDE 4,0.0,0,97,0.0,https://store.steampowered.com/app/1259980,https://steamcommunity.com/id/aeorz/stats/1259980/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
397720,Romance of the Three Kingdoms Maker,0.0,0,0,0.0,https://store.steampowered.com/app/397720,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
235900,RPG Maker XP,0.0,0,0,0.0,https://store.steampowered.com/app/235900,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
978270,Sam & Dan: Floaty Flatmates,0.0,0,0,0.0,https://store.steampowered.com/app/978270,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1183940,Scavengers拾荒者,0.0,0,0,0.0,https://store.steampowered.com/app/1183940,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1782380,SCP: Containment Breach Multiplayer,0.0,0,0,0.0,https://store.steampowered.com/app/1782380,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1024890,Sector's Edge,0.0,0,0,0.0,https://store.steampowered.com/app/1024890,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1076280,Showdown Bandit,0.0,0,8,0.0,https://store.steampowered.com/app/1076280,https://steamcommunity.com/id/aeorz/stats/1076280/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
364210,Sierra Ops,0.0,0,31,0.0,https://store.steampowered.com/app/364210,https://steamcommunity.com/id/aeorz/stats/364210/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
2253720,Sim Companies,0.0,0,16,0.0,https://store.steampowered.com/app/2253720,https://steamcommunity.com/id/aeorz/stats/2253720/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
814200,Simple Story - Alex,0.0,0,8,0.0,https://store.steampowered.com/app/814200,https://steamcommunity.com/id/aeorz/stats/814200/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
308600,Skillshot City,0.0,0,40,0.0,https://store.steampowered.com/app/308600,https://steamcommunity.com/id/aeorz/stats/308600/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
312660,Sniper Elite 4,0.0,0,85,0.0,https://store.steampowered.com/app/312660,https://steamcommunity.com/id/aeorz/stats/312660/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
368070,Sniper Ghost Warrior 3,0.0,0,48,0.0,https://store.steampowered.com/app/368070,https://steamcommunity.com/id/aeorz/stats/368070/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1326470,Sons Of The Forest,0.0,0,0,0.0,https://store.steampowered.com/app/1326470,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
393380,Squad,0.0,0,0,0.0,https://store.steampowered.com/app/393380,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
774941,Squad - 公开测试服,0.0,0,0,0.0,https://store.steampowered.com/app/774941,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
619700,Steel Rats,0.0,0,46,0.0,https://store.steampowered.com/app/619700,https://steamcommunity.com/id/aeorz/stats/619700/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
790750,Stryker,0.0,0,31,0.0,https://store.steampowered.com/app/790750,https://steamcommunity.com/id/aeorz/stats/790750/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1812560,SUPER CRAZY RHYTHM CASTLE,0.0,0,27,0.0,https://store.steampowered.com/app/1812560,https://steamcommunity.com/id/aeorz/stats/1812560/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
464920,Surviving Mars,0.0,0,80,0.0,https://store.steampowered.com/app/464920,https://steamcommunity.com/id/aeorz/stats/464920/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
46500,Syberia,0.0,0,0,0.0,https://store.steampowered.com/app/46500,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
46510,Syberia 2,0.0,0,0,0.0,https://store.steampowered.com/app/46510,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
992310,Tails Noir: Prologue,0.0,0,0,0.0,https://store.steampowered.com/app/992310,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
2587450,Tank Team,0.0,0,0,0.0,https://store.steampowered.com/app/2587450,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1180660,Tell Me Why,0.0,0,30,0.0,https://store.steampowered.com/app/1180660,https://steamcommunity.com/id/aeorz/stats/1180660/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
531270,The Art of Fight,0.0,0,35,0.0,https://store.steampowered.com/app/531270,https://steamcommunity.com/id/aeorz/stats/531270/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
845070,The Awesome Adventures of Captain Spirit,0.0,0,0,0.0,https://store.steampowered.com/app/845070,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
287630,The Council,0.0,0,42,0.0,https://store.steampowered.com/app/287630,https://steamcommunity.com/id/aeorz/stats/287630/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
420740,The Deed,0.0,0,17,0.0,https://store.steampowered.com/app/420740,https://steamcommunity.com/id/aeorz/stats/420740/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
332650,The Exiled,0.0,0,0,0.0,https://store.steampowered.com/app/332650,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
446990,The Huntsman: Winter's Curse,0.0,0,10,0.0,https://store.steampowered.com/app/446990,https://steamcommunity.com/id/aeorz/stats/446990/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
640590,The LEGO® NINJAGO® Movie Video Game,0.0,0,50,0.0,https://store.steampowered.com/app/640590,https://steamcommunity.com/id/aeorz/stats/640590/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
437160,The Lion's Song,0.0,0,86,0.0,https://store.steampowered.com/app/437160,https://steamcommunity.com/id/aeorz/stats/437160/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
992680,The Lovebirds,0.0,0,0,0.0,https://store.steampowered.com/app/992680,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
473910,The Nest,0.0,0,4,0.0,https://store.steampowered.com/app/473910,https://steamcommunity.com/id/aeorz/stats/473910/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1343970,The Running Man,0.0,0,0,0.0,https://store.steampowered.com/app/1343970,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
566190,The Search,0.0,0,9,0.0,https://store.steampowered.com/app/566190,https://steamcommunity.com/id/aeorz/stats/566190/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
406970,The Uncertain: Last Quiet Day,0.0,0,32,0.0,https://store.steampowered.com/app/406970,https://steamcommunity.com/id/aeorz/stats/406970/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1449690,The Walking Dead: The Telltale Definitive Series,0.0,0,23,0.0,https://store.steampowered.com/app/1449690,https://steamcommunity.com/id/aeorz/stats/1449690/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
600430,Ticket to Ride: First Journey,0.0,0,9,0.0,https://store.steampowered.com/app/600430,https://steamcommunity.com/id/aeorz/stats/600430/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
673450,Time Lock VR 1,0.0,0,0,0.0,https://store.steampowered.com/app/673450,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
475150,Titan Quest Anniversary Edition,0.0,0,115,0.0,https://store.steampowered.com/app/475150,https://steamcommunity.com/id/aeorz/stats/475150/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
297130,Titan Souls,0.0,0,27,0.0,https://store.steampowered.com/app/297130,https://steamcommunity.com/id/aeorz/stats/297130/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
203160,Tomb Raider,0.0,0,50,0.0,https://store.steampowered.com/app/203160,https://steamcommunity.com/id/aeorz/stats/203160/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1029550,Torque Drift,0.0,0,20,0.0,https://store.steampowered.com/app/1029550,https://steamcommunity.com/id/aeorz/stats/1029550/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
324810,TOXIKK,0.0,0,60,0.0,https://store.steampowered.com/app/324810,https://steamcommunity.com/id/aeorz/stats/324810/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
835950,Transpose,0.0,0,13,0.0,https://store.steampowered.com/app/835950,https://steamcommunity.com/id/aeorz/stats/835950/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
905060,Turret Tech,0.0,0,0,0.0,https://store.steampowered.com/app/905060,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1011300,UNI,0.0,0,0,0.0,https://store.steampowered.com/app/1011300,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
375950,Viridi,0.0,0,47,0.0,https://store.steampowered.com/app/375950,https://steamcommunity.com/id/aeorz/stats/375950/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
255520,Viscera Cleanup Detail: Shadow Warrior,0.0,0,2,0.0,https://store.steampowered.com/app/255520,https://steamcommunity.com/id/aeorz/stats/255520/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
500360,VRMultigames,0.0,0,0,0.0,https://store.steampowered.com/app/500360,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
436820,Waltz of the Wizard (Legacy demo),0.0,0,0,0.0,https://store.steampowered.com/app/436820,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
253510,Warmachine Tactics,0.0,0,121,0.0,https://store.steampowered.com/app/253510,https://steamcommunity.com/id/aeorz/stats/253510/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
394130,Water Bears VR,0.0,0,12,0.0,https://store.steampowered.com/app/394130,https://steamcommunity.com/id/aeorz/stats/394130/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
582500,We Were Here,0.0,0,26,0.0,https://store.steampowered.com/app/582500,https://steamcommunity.com/id/aeorz/stats/582500/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
848550,Welcome Back To 2007 Part II,0.0,0,0,0.0,https://store.steampowered.com/app/848550,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
2752710,WHAT THE PAK?!,0.0,0,0,0.0,https://store.steampowered.com/app/2752710,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
876850,WhiteLily 1：丽丽公主,0.0,0,0,0.0,https://store.steampowered.com/app/876850,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
803800,Wide Cross,0.0,0,0,0.0,https://store.steampowered.com/app/803800,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
559650,Witch It,0.0,0,41,0.0,https://store.steampowered.com/app/559650,https://steamcommunity.com/id/aeorz/stats/559650/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1407200,World of Tanks,0.0,0,60,0.0,https://store.steampowered.com/app/1407200,https://steamcommunity.com/id/aeorz/stats/1407200/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
790710,World of Warplanes,0.0,0,0,0.0,https://store.steampowered.com/app/790710,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
256330,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,0.0,0,50,0.0,https://store.steampowered.com/app/256330,https://steamcommunity.com/id/aeorz/stats/256330/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
354160,WRC 5,0.0,0,37,0.0,https://store.steampowered.com/app/354160,https://steamcommunity.com/id/aeorz/stats/354160/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
458770,WRC 6,0.0,0,41,0.0,https://store.steampowered.com/app/458770,https://steamcommunity.com/id/aeorz/stats/458770/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1004750,WRC 8 FIA World Rally Championship,0.0,0,43,0.0,https://store.steampowered.com/app/1004750,https://steamcommunity.com/id/aeorz/stats/1004750/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1267540,WRC 9 FIA World Rally Championship,0.0,0,43,0.0,https://store.steampowered.com/app/1267540,https://steamcommunity.com/id/aeorz/stats/1267540/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1142100,WWE 2K竞技场,0.0,0,13,0.0,https://store.steampowered.com/app/1142100,https://steamcommunity.com/id/aeorz/stats/1142100/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
625340,XERA：生存游戏,0.0,0,0,0.0,https://store.steampowered.com/app/625340,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
